Function	CPU Time	CPU Time:Effective Time	CPU Time:Spin Time	CPU Time:Overhead Time	Module	Function (Full)	Source File	Start Address
..@2761.branch_instr	0.021523	0.021523	0.0	0.0	libavcodec.so.62	..@2761.branch_instr	x86inc.asm	0xd198fa
..@10856.branch_instr	0.021133	0.021133	0.0	0.0	libavcodec.so.62	..@10856.branch_instr	x86inc.asm	0xc6f91d
get_vlc2	0.021128	0.021128	0.0	0.0	libavcodec.so.62	get_vlc2	get_bits.h	0x3cdfec
..@5412.end	0.021093	0.021093	0.0	0.0	libavcodec.so.62	..@5412.end	x86inc.asm	0xc84f70
ff_h264_filter_mb_fast	0.021089	0.021089	0.0	0.0	libavcodec.so.62	ff_h264_filter_mb_fast	h264_loopfilter.c	0x3ddb40
..@3534.branch_instr	0.021053	0.021053	0.0	0.0	libavcodec.so.62	..@3534.branch_instr	x86inc.asm	0xc8453f
hl_motion_420_simple_8	0.017787	0.017787	0.0	0.0	libavcodec.so.62	hl_motion_420_simple_8	h264_mc_template.c	0x3f70c6
fill_decode_caches	0.017769	0.017769	0.0	0.0	libavcodec.so.62	fill_decode_caches	h264_mvpred.h	0x3ccc00
get_ue_golomb	0.017685	0.017685	0.0	0.0	libavcodec.so.62	get_ue_golomb	golomb.h	0x3cf4e3
loop_filter	0.017341	0.017341	0.0	0.0	libavcodec.so.62	loop_filter	h264_slice.c	0x408a70
get_vlc2	0.017331	0.017331	0.0	0.0	libavcodec.so.62	get_vlc2	get_bits.h	0x3ce4ed
put_h264_qpel16_mc32_ssse3	0.013343	0.013343	0.0	0.0	libavcodec.so.62	put_h264_qpel16_mc32_ssse3	h264_qpel.c	0xc7cbb0
ff_put_h264_qpel8or16_hv2_lowpass_ssse3.op16	0.013336	0.013336	0.0	0.0	libavcodec.so.62	ff_put_h264_qpel8or16_hv2_lowpass_ssse3.op16	x86inc.asm	0xc85537
get_chroma_qp	0.013325	0.013325	0.0	0.0	libavcodec.so.62	get_chroma_qp	h264dec.h	0x3cfcea
..@3682.branch_instr	0.013316	0.013316	0.0	0.0	libavcodec.so.62	..@3682.branch_instr	h264_idct.asm	0xc72f28
..@3929.end	0.012635	0.012635	0.0	0.0	libavcodec.so.62	..@3929.end	h264_chromamc.asm	0xc6b5f0
_mm_store_si128	0.012630	0.012630	0.0	0.0	libavcodec.so.62	_mm_store_si128	emmintrin.h	0x3cfb3b
backup_mb_border	0.012618	0.012618	0.0	0.0	libavcodec.so.62	backup_mb_border	h264_slice.c	0x408b5e
get_se_golomb	0.012526	0.012526	0.0	0.0	libavcodec.so.62	get_se_golomb	golomb.h	0x3d314b
filter_mb_edgeh	0.008965	0.008965	0.0	0.0	libavcodec.so.62	filter_mb_edgeh	h264_loopfilter.c	0x3e0fea
fill_decode_neighbors	0.008941	0.008941	0.0	0.0	libavcodec.so.62	fill_decode_neighbors	h264_mvpred.h	0x3cc9d0
get_vlc2	0.008919	0.008919	0.0	0.0	libavcodec.so.62	get_vlc2	get_bits.h	0x3ce872
get_se_golomb	0.008909	0.008909	0.0	0.0	libavcodec.so.62	get_se_golomb	golomb.h	0x3cfc6c
..@10809..b_idx_loop	0.008906	0.008906	0.0	0.0	libavcodec.so.62	..@10809..b_idx_loop	x86inc.asm	0xc6f8ad
ff_put_h264_qpel16_h_lowpass_ssse3	0.008899	0.008899	0.0	0.0	libavcodec.so.62	ff_put_h264_qpel16_h_lowpass_ssse3	h264_qpel.c	0xc7d046
pred_pskip_motion	0.008894	0.008894	0.0	0.0	libavcodec.so.62	pred_pskip_motion	h264_mvpred.h	0x3d031f
..@3394.branch_instr	0.008891	0.008891	0.0	0.0	libavcodec.so.62	..@3394.branch_instr	h264_idct.asm	0xc72c58
write_back_motion_list	0.008891	0.008891	0.0	0.0	libavcodec.so.62	write_back_motion_list	h264_mvpred.h	0x3cfae9
add_mb	0.008889	0.008889	0.0	0.0	libavcodec.so.62	add_mb	mpegutils.c	0x72f65f
..@10855..skip_loop_iter	0.008884	0.008884	0.0	0.0	libavcodec.so.62	..@10855..skip_loop_iter	x86inc.asm	0xc6f950
fill_filter_caches	0.008884	0.008884	0.0	0.0	libavcodec.so.62	fill_filter_caches	h264_slice.c	0x408d42
mc_part_std	0.008883	0.008883	0.0	0.0	libavcodec.so.62	mc_part_std	h264_mb.c	0x3e48c0
..@2638.end	0.008879	0.008879	0.0	0.0	libavcodec.so.62	..@2638.end	x86inc.asm	0xd198d0
get_bits_long	0.008871	0.008871	0.0	0.0	libavcodec.so.62	get_bits_long	get_bits.h	0x3d0828
ff_put_h264_qpel8_v_lowpass_sse2	0.008869	0.008869	0.0	0.0	libavcodec.so.62	ff_put_h264_qpel8_v_lowpass_sse2	h264_qpel.c	0xc7b9c6
show_bits	0.008867	0.008867	0.0	0.0	libavcodec.so.62	show_bits	get_bits.h	0x3ce099
decode_slice	0.008849	0.008849	0.0	0.0	libavcodec.so.62	decode_slice	h264_slice.c	0x40b400
put_pixels8_8_c	0.008840	0.008840	0.0	0.0	libavcodec.so.62	put_pixels8_8_c	pel_template.c	0x45821c
write_back_non_zero_count	0.008836	0.008836	0.0	0.0	libavcodec.so.62	write_back_non_zero_count	h264_mvpred.h	0x3d070a
..@9981.end	0.008812	0.008812	0.0	0.0	libavcodec.so.62	..@9981.end	x86inc.asm	0xc78e00
put_h264_qpel16_mc21_ssse3	0.008556	0.008556	0.0	0.0	libavcodec.so.62	put_h264_qpel16_mc21_ssse3	h264_qpel.c	0xc7c820
fill_rectangle	0.008437	0.008437	0.0	0.0	libavcodec.so.62	fill_rectangle	rectangle.h	0x3d0673
add_mb	0.008435	0.008435	0.0	0.0	libavcodec.so.62	add_mb	mpegutils.c	0x72fc59
..@4531.branch_instr	0.008402	0.008402	0.0	0.0	libavcodec.so.62	..@4531.branch_instr	x86inc.asm	0xd19daa
