Function	CPU Time	CPU Time:Effective Time	CPU Time:Spin Time	CPU Time:Overhead Time	Module	Function (Full)	Source File	Start Address
ff_h264_idct_add8_8_sse2	0.012064	0.012064	0.0	0.0	libavcodec.so.62	ff_h264_idct_add8_8_sse2	x86inc.asm	0xc72e90
decode_cabac_residual_dc	0.012063	0.012063	0.0	0.0	libavcodec.so.62	decode_cabac_residual_dc	h264_cabac.c	0x3c8bfe
put_h264_qpel8_mc10_ssse3	0.012055	0.012055	0.0	0.0	libavcodec.so.62	put_h264_qpel8_mc10_ssse3	h264_qpel.c	0xc7bb60
decode_cabac_p_mb_sub_type	0.012045	0.012045	0.0	0.0	libavcodec.so.62	decode_cabac_p_mb_sub_type	h264_cabac.c	0x3c8d73
filter_mb_edgech	0.012045	0.012045	0.0	0.0	libavcodec.so.62	filter_mb_edgech	h264_loopfilter.c	0x3e18cb
..@2570.end	0.012038	0.012038	0.0	0.0	libavcodec.so.62	..@2570.end	x86inc.asm	0xc84040
ff_h264_idct8_add4_8_sse2.skipblock	0.012037	0.012037	0.0	0.0	libavcodec.so.62	ff_h264_idct8_add4_8_sse2.skipblock	x86inc.asm	0xc728a1
_mm_store_si128	0.012037	0.012037	0.0	0.0	libavcodec.so.62	_mm_store_si128	emmintrin.h	0x3c396f
ff_put_h264_qpel8or16_hv2_lowpass_ssse3.loop8	0.012036	0.012036	0.0	0.0	libavcodec.so.62	ff_put_h264_qpel8or16_hv2_lowpass_ssse3.loop8	x86inc.asm	0xc854bc
ff_h264_pred_weight_table	0.012032	0.012032	0.0	0.0	libavcodec.so.62	ff_h264_pred_weight_table	h264_parse.c	0x3fc550
..@1474.end	0.012025	0.012025	0.0	0.0	libavcodec.so.62	..@1474.end	x86inc.asm	0xc83b00
..@4065.end	0.012021	0.012021	0.0	0.0	libavcodec.so.62	..@4065.end	[Unknown]	0xc6b690
mc_part_weighted	0.012000	0.012000	0.0	0.0	libavcodec.so.62	mc_part_weighted	h264_mb.c	0x3e4b10
ff_h2645_extract_rbsp	0.011982	0.011982	0.0	0.0	libavcodec.so.62	ff_h2645_extract_rbsp	h2645_parse.c	0x3bff30
ff_put_h264_qpel8or16_hv2_lowpass_ssse3.op16	0.011975	0.011975	0.0	0.0	libavcodec.so.62	ff_put_h264_qpel8or16_hv2_lowpass_ssse3.op16	x86inc.asm	0xc85537
fill_decode_neighbors	0.011971	0.011971	0.0	0.0	libavcodec.so.62	fill_decode_neighbors	h264_mvpred.h	0x3c3420
mc_dir_part	0.011911	0.011911	0.0	0.0	libavcodec.so.62	mc_dir_part	h264_mb.c	0x3e52f0
hl_decode_mb_predict_luma	0.011884	0.011884	0.0	0.0	libavcodec.so.62	hl_decode_mb_predict_luma	h264_mb.c	0x3f6f02
compute_pkt_fields	0.011832	0.011832	0.0	0.0	libavformat.so.62	compute_pkt_fields	demux.c	0x937a0
fill_filter_caches	0.008144	0.008144	0.0	0.0	libavcodec.so.62	fill_filter_caches	h264_slice.c	0x408d42
..@3534.branch_instr	0.008057	0.008057	0.0	0.0	libavcodec.so.62	..@3534.branch_instr	x86inc.asm	0xc8453f
..@11069.branch_instr	0.008056	0.008056	0.0	0.0	libavcodec.so.62	..@11069.branch_instr	x86inc.asm	0xc6fad7
..@1352.end	0.008041	0.008041	0.0	0.0	libavcodec.so.62	..@1352.end	[Unknown]	0xc69f60
filter_mb_edgev	0.008039	0.008039	0.0	0.0	libavcodec.so.62	filter_mb_edgev	h264_loopfilter.c	0x3e134f
ff_h264_draw_horiz_band	0.008037	0.008037	0.0	0.0	libavcodec.so.62	ff_h264_draw_horiz_band	h264dec.c	0x4188c0
write_back_non_zero_count	0.008035	0.008035	0.0	0.0	libavcodec.so.62	write_back_non_zero_count	h264_mvpred.h	0x3c7c07
..@2290.end	0.008034	0.008034	0.0	0.0	libavcodec.so.62	..@2290.end	x86inc.asm	0xc83ee0
..@10971.branch_instr	0.008034	0.008034	0.0	0.0	libavcodec.so.62	..@10971.branch_instr	x86inc.asm	0xc6f9d0
ff_put_h264_qpel4_hv_lowpass_h_mmxext.loop	0.008032	0.008032	0.0	0.0	libavcodec.so.62	ff_put_h264_qpel4_hv_lowpass_h_mmxext.loop	x86inc.asm	0xc84dd8
h264_filter_mb_fast_internal	0.008031	0.008031	0.0	0.0	libavcodec.so.62	h264_filter_mb_fast_internal	h264_loopfilter.c	0x3ddbc0
ff_put_h264_qpel4_h_lowpass_mmxext.loop	0.008030	0.008030	0.0	0.0	libavcodec.so.62	ff_put_h264_qpel4_h_lowpass_mmxext.loop	x86inc.asm	0xc838ad
pred_motion	0.008028	0.008028	0.0	0.0	libavcodec.so.62	pred_motion	h264_mvpred.h	0x3caac0
filter_mb_edgecv	0.008027	0.008027	0.0	0.0	libavcodec.so.62	filter_mb_edgecv	h264_loopfilter.c	0x3de2ad
write_back_motion	0.008025	0.008025	0.0	0.0	libavcodec.so.62	write_back_motion	h264_mvpred.h	0x3c72ba
get_cabac_bypass_x86	0.008024	0.008024	0.0	0.0	libavcodec.so.62	get_cabac_bypass_x86	cabac.h	0x3c695e
..@3340.end	0.008023	0.008023	0.0	0.0	libavcodec.so.62	..@3340.end	[Unknown]	0xc72c30
..@2595.branch_instr	0.008021	0.008021	0.0	0.0	libavcodec.so.62	..@2595.branch_instr	x86inc.asm	0xc728b3
..@9628.end	0.008019	0.008019	0.0	0.0	libavcodec.so.62	..@9628.end	x86inc.asm	0xc78c90
ff_put_pixels4_l2_shift5_mmxext	0.008014	0.008014	0.0	0.0	libavcodec.so.62	ff_put_pixels4_l2_shift5_mmxext	x86inc.asm	0xc85780
await_reference_mb_row	0.008012	0.008012	0.0	0.0	libavcodec.so.62	await_reference_mb_row	h264_direct.c	0x3d503b
ff_put_pixels8_l2_mmxext.loop	0.008011	0.008011	0.0	0.0	libavcodec.so.62	ff_put_pixels8_l2_mmxext.loop	x86inc.asm	0xcfff48
_mm_store_si128	0.008008	0.008008	0.0	0.0	libavcodec.so.62	_mm_store_si128	emmintrin.h	0x408d30
mc_dir_part	0.007988	0.007988	0.0	0.0	libavcodec.so.62	mc_dir_part	h264_mb.c	0x3e493d
mc_dir_part	0.000782	0.000782	0.0	0.0	libavcodec.so.62	mc_dir_part	h264_mb.c	0x3e5763
